"filing_year","area","rental_units_total","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2015,46,,412,1.930,26,4,382,83,299,2084.760,83,44,128,79,48,5,377,339,43,37,6,194,188,179,160,15,28,15,22,0,6,117,81,184,115,78,146,2,3,38,39,343,39,300,0,43
2015,47,,123,0.730,15,1,107,28,79,2100,28,8,40,24,7,3,104,97,10,9,1,57,50,53,44,4,6,4,5,0,1,34,22,51,34,22,41,0,0,10,11,96,10,87,1,9
2015,48,,505,2.380,49,5,451,166,285,2231.440,165,47,108,85,46,13,438,397,54,46,8,232,219,210,187,22,32,19,27,3,5,134,98,219,132,94,171,2,4,48,46,405,43,354,3,51
2015,49,,662,3.330,72,5,585,122,463,2123.790,123,80,209,126,47,36,549,523,62,50,12,333,252,300,223,33,29,29,21,4,8,174,116,295,169,114,240,5,2,55,74,511,72,451,2,60
2015,50,,348,3.250,47,1,300,68,232,2639,67,17,93,87,36,36,264,255,45,39,6,148,152,130,125,18,27,15,24,3,3,76,63,161,74,61,120,2,2,41,33,267,33,222,0,45
2016,1,,178,1.110,27,3,148,28,120,1856.500,28,33,46,31,10,22,126,130,18,18,0,91,57,78,52,13,5,13,5,0,0,50,24,74,49,24,57,1,0,17,22,126,21,109,1,17
2016,2,,214,1.090,27,1,186,31,155,2919,31,20,44,53,38,12,174,160,26,19,7,99,87,88,72,11,15,10,9,1,6,54,43,89,53,43,64,1,0,25,20,166,18,142,2,24
2016,3,,751,4.270,110,7,634,83,551,2226,71,105,199,156,103,67,567,543,91,74,17,347,287,310,233,37,54,34,40,3,14,174,110,350,169,109,265,5,1,85,81,553,76,467,5,86
2016,4,,968,4.280,113,6,849,90,759,2107,90,98,344,229,88,29,820,758,91,78,13,469,380,430,328,39,52,37,41,2,11,263,136,450,259,136,363,4,0,87,118,731,115,643,3,88
2016,5,,1050,5.180,102,9,939,63,876,2247.500,61,138,354,277,109,68,871,842,97,88,9,553,386,506,336,47,50,45,43,2,7,313,157,469,307,155,380,6,2,89,150,789,146,696,4,93
2016,6,,897,6.330,128,8,761,114,647,1870,114,108,326,139,74,179,582,667,94,87,7,464,297,420,247,44,50,40,47,4,3,212,97,452,207,96,364,5,1,88,109,652,105,562,4,90
2016,7,,1216,8.710,130,7,1079,121,958,1866.250,121,118,518,239,83,154,925,975,104,99,5,678,401,624,351,54,50,54,45,0,5,302,134,643,297,133,545,5,1,98,179,900,176,799,3,101
2016,8,,894,7.180,109,5,780,100,680,1660,93,157,310,173,47,110,670,690,90,81,9,463,317,414,276,49,41,47,34,2,7,211,114,455,209,112,369,2,2,86,115,665,110,580,5,85
2016,9,,554,5.690,84,3,467,63,404,1650,63,102,181,80,41,127,340,416,51,40,11,302,165,280,136,22,29,20,20,2,9,168,58,241,166,57,193,2,1,48,74,393,73,343,1,50
2016,10,,304,4.380,48,3,253,32,221,1803.870,31,44,111,43,24,71,182,218,35,33,2,158,95,144,74,14,21,13,20,1,1,72,29,152,71,29,118,1,0,34,43,210,42,176,1,34
2016,11,,190,1.670,30,0,160,21,139,2895,21,21,38,53,27,35,125,141,19,15,4,91,69,81,60,10,9,8,7,2,2,48,29,83,47,28,66,1,1,17,29,131,29,112,0,19
2016,12,,290,3.310,69,0,221,41,180,1800,39,40,77,52,13,88,133,194,27,26,1,150,71,134,60,16,11,16,10,0,1,76,21,124,74,20,100,2,1,24,22,199,22,172,0,27
2016,13,,111,2.330,35,0,76,23,53,2400,23,3,24,16,10,17,59,61,15,15,0,42,34,35,26,7,8,7,8,0,0,16,16,44,16,16,29,0,0,15,13,63,13,48,0,15
2016,14,,148,2.290,42,0,106,25,81,1950,25,16,34,24,7,31,75,93,13,13,0,63,43,55,38,8,5,8,5,0,0,38,14,54,36,14,43,2,0,11,11,95,11,82,0,13
2016,15,,294,3.510,70,3,221,59,162,1800,60,37,73,36,15,95,126,195,26,24,2,143,78,131,64,12,14,12,12,0,2,76,27,118,75,27,93,1,0,25,31,190,29,166,2,24
2016,16,,682,6.800,129,4,549,94,455,1832.500,91,82,228,104,44,171,378,492,57,55,2,367,182,343,149,24,33,24,31,0,2,184,53,312,182,51,259,2,2,53,87,462,87,405,0,57
2016,17,,775,7.100,133,4,638,91,547,1647.500,86,103,289,106,54,160,478,573,65,55,10,395,243,366,207,29,36,25,30,4,6,175,72,391,175,72,326,0,0,65,101,537,100,473,1,64
2016,18,,234,5.860,77,2,155,19,136,2459,19,16,53,33,34,31,124,127,28,27,1,83,72,69,58,14,14,14,13,0,1,33,21,101,31,21,75,2,0,26,18,137,17,110,1,27
2016,19,,139,3.530,25,1,113,13,100,2290,13,8,49,25,18,9,104,96,17,16,1,53,60,46,50,7,10,7,9,0,1,24,25,64,24,25,47,0,0,17,14,99,13,83,1,16
2016,20,,869,5.560,100,9,760,109,651,1800,109,113,335,143,60,130,630,671,89,74,15,465,295,427,244,38,51,35,39,3,12,222,100,438,220,99,352,2,1,86,115,645,111,560,4,85
2016,21,,599,6.380,105,0,494,65,429,1760,59,57,278,72,28,79,415,444,50,42,8,306,188,289,155,17,33,15,27,2,6,172,68,254,170,67,207,2,1,47,79,415,76,368,3,47
2016,22,,229,2.960,67,0,162,42,120,1950,39,20,65,25,13,59,103,143,19,19,0,107,55,99,44,8,11,8,11,0,0,48,21,93,48,20,75,0,1,18,17,145,17,126,0,19
2016,23,,157,3.050,34,0,123,19,104,1900,19,21,49,26,8,27,96,104,19,18,1,71,52,60,44,11,8,10,8,1,0,37,20,66,33,19,52,4,1,14,15,108,13,91,2,17
2016,24,,656,5.780,101,4,551,107,444,2200,102,55,209,127,58,154,397,482,69,60,9,332,219,303,179,29,40,27,33,2,7,154,81,316,151,80,251,3,1,65,52,499,50,432,2,67
2016,25,,224,1.620,27,1,196,26,170,2234.090,26,26,67,54,23,27,169,168,28,23,5,108,88,94,74,14,14,13,10,1,4,69,32,95,63,31,74,6,1,21,32,164,28,140,4,24
2016,26,,277,2.160,56,2,219,39,180,2195,39,28,81,46,25,53,166,190,29,26,3,131,88,118,72,13,16,11,15,2,1,75,31,113,74,31,85,1,0,28,30,189,30,160,0,29
2016,27,,663,3.910,83,5,575,85,490,1800,85,151,167,120,52,49,526,505,70,50,20,321,254,292,213,29,41,25,25,4,16,186,118,271,184,117,204,2,1,67,74,501,72,433,2,68
2016,28,,787,5.240,118,8,661,87,574,1800,87,110,266,123,75,142,519,577,84,71,13,407,254,373,204,34,50,34,37,0,13,190,86,385,185,84,308,5,2,77,87,574,85,492,2,82
2016,29,,668,6.090,115,6,547,78,469,1847.500,77,77,238,121,34,108,439,485,62,52,10,323,224,295,190,28,34,24,28,4,6,148,64,335,145,62,278,3,2,57,68,479,66,419,2,60
2016,30,,218,2.300,47,2,169,37,132,2260,37,12,63,39,18,26,143,140,29,28,1,97,72,86,54,11,18,10,18,1,0,48,25,96,47,24,69,1,1,27,27,142,25,115,2,27
2016,31,,264,2.830,56,2,206,30,176,2210,29,14,92,51,20,42,164,186,20,19,1,135,71,122,64,13,7,13,6,0,1,71,29,106,71,29,86,0,0,20,32,174,30,156,2,18
2016,32,,110,0.870,12,0,98,22,76,3525,22,6,24,25,21,8,90,86,12,10,2,45,53,42,44,3,9,3,7,0,2,23,23,52,23,23,40,0,0,12,13,85,12,74,1,11
2016,33,,183,1.460,35,0,148,26,122,2697.500,26,16,41,37,28,25,123,127,21,18,3,77,71,68,59,9,12,8,10,1,2,36,27,85,35,27,65,1,0,20,20,128,20,107,0,21
2016,34,,350,6.150,94,3,253,61,192,2300,58,22,81,55,37,96,157,226,27,25,2,156,97,139,87,17,10,16,9,1,1,74,43,136,74,42,110,0,1,26,36,217,34,192,2,25
2016,35,,195,1.640,48,3,144,29,115,2200,29,17,47,32,19,31,113,125,19,18,1,91,53,78,47,13,6,12,6,1,0,50,19,75,47,19,59,3,0,16,27,117,26,99,1,18
2016,36,,199,2.880,44,2,153,26,127,2157.380,25,22,54,34,18,34,119,131,22,20,2,97,56,86,45,11,11,11,9,0,2,50,17,86,50,16,65,0,1,21,20,133,20,111,0,22
2016,37,,556,5.610,119,5,432,65,367,1780,63,68,193,64,44,118,314,366,66,54,12,283,149,248,118,35,31,30,24,5,7,123,46,263,120,44,202,3,2,61,62,370,62,304,0,66
2016,38,,134,2.080,35,0,99,18,81,2762.500,17,11,23,29,19,16,83,87,12,11,1,65,34,59,28,6,6,5,6,1,0,40,14,45,39,13,35,1,1,10,17,82,16,71,1,11
2016,39,,137,1.570,24,1,112,38,74,2400,38,7,34,19,14,15,97,96,16,16,0,68,44,61,35,7,9,7,9,0,0,37,11,64,35,11,50,2,0,14,13,99,12,84,1,15
2016,40,,179,1.240,32,1,146,24,122,2422.420,24,12,50,39,21,18,128,128,18,17,1,81,65,70,58,11,7,11,6,0,1,42,25,79,40,25,63,2,0,16,14,132,12,116,2,16
2016,41,,95,1.350,13,0,82,11,71,2205.980,10,7,33,19,13,10,72,72,10,9,1,54,28,49,23,5,5,4,5,1,0,31,14,37,30,14,28,1,0,9,11,71,11,61,0,10
2016,42,,409,1.600,24,5,380,28,352,4078.360,28,5,78,135,134,3,377,323,57,56,1,176,204,147,176,29,28,29,27,0,1,80,100,200,77,99,147,3,1,53,66,314,61,262,5,52
2016,43,,121,0.670,19,2,100,15,85,2861.260,15,7,30,23,25,3,97,84,16,14,2,48,52,42,42,6,10,5,9,1,1,22,26,52,22,26,36,0,0,16,10,90,10,74,0,16
2016,44,,120,0.540,8,2,110,14,96,2968.540,14,2,28,44,22,3,107,99,11,11,0,57,53,52,47,5,6,5,6,0,0,33,24,53,33,24,42,0,0,11,19,91,19,80,0,11
2016,45,,176,1.950,29,0,147,23,124,2415,23,7,57,35,25,14,133,128,19,16,3,87,60,79,49,8,11,8,8,0,3,46,31,70,45,30,53,1,1,17,19,128,18,110,1,18
2016,46,,368,1.720,29,0,339,92,247,2307,92,40,92,79,36,7,332,296,43,30,13,173,166,154,142,19,24,18,12,1,12,103,79,157,100,78,118,3,1,39,44,295,39,257,5,38
2016,47,,114,0.680,16,0,98,14,84,2527.500,14,11,30,32,11,7,91,84,14,11,3,50,48,42,42,8,6,6,5,2,1,26,21,51,26,21,37,0,0,14,11,87,11,73,0,14
2016,48,,465,2.180,52,1,412,138,274,2207.400,139,55,89,84,45,11,401,380,32,26,6,202,210,186,194,16,16,15,11,1,5,112,102,198,109,102,169,3,0,29,42,370,41,339,1,31
2016,49,,567,2.810,63,5,499,100,399,2198.900,99,47,195,110,48,38,461,434,65,58,7,294,205,257,177,37,28,35,23,2,5,166,104,229,159,104,171,7,0,58,74,425,68,366,6,59
2016,50,,289,2.630,52,6,231,50,181,2675,50,13,68,64,36,18,213,196,35,31,4,139,92,121,75,18,17,18,13,0,4,75,37,119,72,36,88,3,1,31,35,196,34,162,1,34
2017,1,16079,155,0.960,24,1,130,29,101,2447.060,29,14,38,33,16,22,108,111,19,16,3,72,58,62,49,10,9,9,7,1,2,39,19,72,36,19,56,3,0,16,18,112,16,95,2,17
2017,2,19839,217,1.090,17,4,196,32,164,2910.690,32,19,52,47,46,12,184,158,38,35,3,90,106,72,86,18,20,17,18,1,2,48,54,94,45,53,60,3,1,34,30,166,27,131,3,35
2017,3,18016,696,3.860,55,4,637,72,565,2575.960,72,62,210,175,118,65,572,553,84,69,15,348,289,305,248,43,41,41,28,2,13,175,115,347,172,112,269,3,3,78,86,551,82,471,4,80
2017,4,23152,972,4.200,71,15,886,59,827,2250,60,107,349,256,114,22,864,786,100,89,11,453,433,404,382,49,51,47,42,2,9,242,199,445,238,198,350,4,1,95,117,769,114,672,3,97
2017,5,20316,1101,5.420,71,10,1020,98,922,2249.980,96,121,382,284,137,58,962,888,132,120,12,600,420,539,349,61,71,56,64,5,7,298,167,555,291,165,432,7,2,123,140,880,136,752,4,128
2017,6,13928,909,6.530,102,4,803,111,692,1950,105,93,361,182,62,188,615,718,85,76,9,503,300,456,262,47,38,43,33,4,5,208,93,502,202,93,423,6,0,79,122,681,120,598,2,83
2017,7,13720,1229,8.960,104,10,1115,147,968,1996.750,141,112,496,276,90,153,962,1004,111,102,9,709,406,648,356,61,50,59,43,2,7,293,131,691,287,128,589,6,3,102,181,934,174,830,7,104
2017,8,12403,865,6.970,76,4,785,84,701,1842,84,97,358,187,59,104,681,689,96,88,8,485,300,441,248,44,52,43,45,1,7,212,103,470,206,102,381,6,1,89,112,673,109,580,3,93
2017,9,9815,590,6.010,86,4,500,77,423,1939,75,70,187,117,51,143,357,443,57,43,14,324,176,298,145,26,31,22,21,4,10,173,59,268,170,57,216,3,2,52,73,427,69,374,4,53
2017,10,6950,262,3.770,29,4,229,33,196,2240,31,23,86,69,20,63,166,195,34,33,1,167,62,146,49,21,13,20,13,1,0,84,22,123,83,21,91,1,1,32,44,185,43,152,1,33
2017,11,11496,170,1.480,19,1,150,28,122,2764,26,13,43,47,21,29,121,124,26,22,4,85,65,78,46,7,19,6,16,1,3,42,27,81,40,26,58,2,1,23,20,130,19,105,1,25
2017,12,8818,240,2.720,34,1,205,60,145,1800,57,32,70,36,10,76,129,182,23,20,3,114,91,100,82,14,9,14,6,0,3,51,39,115,51,39,92,0,0,23,17,188,16,166,1,22
2017,13,4913,130,2.650,26,0,104,25,79,2865.130,26,6,28,26,18,19,85,93,11,11,0,56,48,52,41,4,7,4,7,0,0,27,13,64,26,13,54,1,0,10,6,98,5,88,1,10
2017,14,6641,151,2.270,25,1,125,32,93,2000,28,17,48,21,11,30,95,105,20,19,1,81,44,70,35,11,9,11,8,0,1,38,7,80,36,7,62,2,0,18,20,105,19,86,1,19
2017,15,8386,304,3.630,67,5,232,56,176,2100,49,31,79,48,25,87,145,205,27,26,1,141,91,135,70,6,21,6,20,0,1,68,29,135,68,28,109,0,1,26,20,212,20,185,0,27
2017,16,9973,591,5.930,75,6,510,82,428,1998.500,78,85,172,131,44,133,377,455,55,50,5,332,178,297,158,35,20,32,18,3,2,138,67,305,135,66,254,3,1,51,67,443,66,389,1,54
2017,17,10871,640,5.890,93,2,545,60,485,1845.670,58,65,260,112,50,119,426,492,53,45,8,352,193,322,170,30,23,28,17,2,6,161,64,320,156,63,273,5,1,47,85,460,81,411,4,49
2017,18,4103,212,5.170,36,0,176,28,148,2450,27,16,59,45,29,25,151,147,29,26,3,92,84,79,68,13,16,13,13,0,3,32,25,119,31,23,93,1,2,26,18,158,18,129,0,29
2017,19,4004,129,3.220,16,0,113,21,92,2658.480,21,3,35,44,10,10,103,87,26,24,2,65,48,50,37,15,11,15,9,0,2,34,20,59,30,20,37,4,0,22,17,96,16,71,1,25
2017,20,15772,917,5.810,93,7,817,113,704,1940,112,107,357,169,72,135,682,731,86,73,13,499,318,455,276,44,42,40,33,4,9,226,121,470,225,121,385,1,0,85,113,704,110,621,3,83
2017,21,9475,523,5.520,86,4,433,50,383,1850.500,45,28,229,93,38,89,344,377,56,53,3,265,168,242,135,23,33,22,31,1,2,121,53,259,118,52,207,3,1,52,48,385,45,332,3,53
2017,22,7805,211,2.700,48,2,161,42,119,1800,40,18,64,25,14,70,91,146,15,12,3,106,55,100,46,6,9,4,8,2,1,48,15,98,47,15,84,1,0,14,19,142,18,128,1,14
2017,23,5264,145,2.750,26,1,118,22,96,1998,21,14,48,23,12,24,94,105,13,12,1,69,49,64,41,5,8,5,7,0,1,38,14,66,36,14,55,2,0,11,14,104,14,91,0,13
2017,24,11365,657,5.780,96,5,556,103,453,2020,99,60,223,126,48,126,430,483,73,61,12,342,214,309,174,33,40,30,31,3,9,150,67,339,146,67,270,4,0,69,75,481,72,411,3,70
2017,25,14036,232,1.650,18,2,212,51,161,2557.500,49,29,51,53,30,43,169,178,34,25,9,120,92,105,73,15,19,14,11,1,8,56,28,128,54,28,96,2,0,32,26,186,24,154,2,32
2017,26,12856,262,2.040,38,0,224,54,170,2015,53,25,86,48,12,47,177,194,30,25,5,146,78,127,67,19,11,18,7,1,4,88,34,102,87,34,73,1,0,29,28,196,26,168,2,28
2017,27,17228,642,3.730,68,10,564,106,458,2400,105,64,182,152,61,74,490,504,60,46,14,310,254,289,215,21,39,18,28,3,11,181,97,286,178,95,231,3,2,55,72,492,72,432,0,60
2017,28,14951,690,4.620,107,7,576,84,492,1800,81,87,254,98,56,112,464,516,60,49,11,333,243,303,213,30,30,26,23,4,7,150,82,344,145,82,289,5,0,55,69,507,67,449,2,58
2017,29,10824,646,5.970,79,12,555,68,487,1910.880,71,76,253,116,39,94,461,486,69,61,8,300,255,267,219,33,36,31,30,2,6,120,82,353,115,81,290,5,1,63,70,485,65,421,5,64
2017,30,9511,182,1.910,35,2,145,32,113,2542.800,31,9,46,39,20,21,124,130,15,14,1,86,59,76,54,10,5,10,4,0,1,40,15,90,39,15,76,1,0,14,12,133,12,118,0,15
2017,31,9332,221,2.370,36,2,183,32,151,2157.500,31,25,67,41,19,29,154,163,20,18,2,121,62,110,53,11,9,10,8,1,1,67,26,90,67,25,71,0,1,19,26,157,26,137,0,20
2017,32,12585,99,0.790,15,1,83,17,66,3503,17,5,14,25,22,8,75,69,14,13,1,48,35,39,30,9,5,9,4,0,1,18,11,54,18,11,40,0,0,14,10,73,10,59,0,14
2017,33,12714,167,1.310,22,3,142,24,118,2242.500,24,12,52,47,7,20,122,125,17,14,3,72,70,64,61,8,9,8,6,0,3,43,30,69,42,30,53,1,0,16,17,125,17,108,0,17
2017,34,5716,342,5.980,81,3,258,42,216,2850,37,16,77,82,46,97,161,228,30,28,2,162,96,145,83,17,13,16,12,1,1,78,34,146,77,33,118,1,1,28,46,212,44,184,2,28
2017,35,11954,213,1.780,26,5,182,26,156,2250,27,26,63,46,20,36,146,157,25,22,3,112,70,101,56,11,14,11,11,0,3,66,26,90,66,26,65,0,0,25,22,160,21,136,1,24
2017,36,6891,165,2.390,32,2,131,32,99,2300,30,16,36,35,14,27,104,116,15,12,3,83,48,77,39,6,9,5,7,1,2,35,15,81,35,15,66,0,0,15,20,111,20,96,0,15
2017,37,9863,542,5.500,114,5,423,60,363,1837,55,65,176,89,38,111,312,373,50,46,4,262,161,236,137,26,24,24,22,2,2,113,56,254,109,55,209,4,1,45,56,367,55,318,1,49
2017,38,6551,156,2.380,29,0,127,23,104,2400,24,11,45,25,22,14,113,105,22,18,4,76,51,66,39,10,12,7,11,3,1,30,17,80,29,17,59,1,0,21,13,114,12,93,1,21
2017,39,8707,157,1.800,20,2,135,26,109,2275,26,9,52,30,18,17,118,113,22,21,1,82,53,72,41,10,12,9,12,1,0,50,15,70,47,15,51,3,0,19,18,117,18,95,0,22
2017,40,14580,186,1.280,33,2,151,29,122,2840.790,29,10,40,52,20,8,143,130,21,17,4,80,71,75,55,5,16,5,12,0,4,43,30,78,43,29,58,0,1,20,22,129,22,108,0,21
2017,41,7159,105,1.470,7,0,98,20,78,3054.970,20,8,19,29,22,9,89,76,22,22,0,53,45,39,37,14,8,14,8,0,0,23,19,56,23,19,34,0,0,22,15,83,14,62,1,21
2017,42,26847,370,1.380,21,2,347,28,319,4664.700,26,2,56,117,146,6,341,293,54,53,1,154,193,127,166,27,27,27,26,0,1,75,85,187,72,84,137,3,1,50,61,286,55,238,6,48
2017,43,18172,92,0.510,7,1,84,14,70,3347.240,14,2,20,23,25,0,84,69,15,11,4,39,45,32,37,7,8,6,5,1,3,21,20,43,19,19,31,2,1,12,12,72,10,59,2,13
2017,44,22045,121,0.550,4,0,117,13,104,3409.650,13,1,29,37,37,2,115,99,18,16,2,66,51,56,43,10,8,9,7,1,1,30,17,70,30,17,52,0,0,18,20,97,20,79,0,18
2017,45,9051,157,1.730,30,1,126,25,101,2292.270,25,9,42,34,16,14,112,111,15,14,1,78,48,72,39,6,9,6,8,0,1,40,18,68,40,16,55,0,2,13,16,110,15,96,1,14
2017,46,21515,359,1.670,25,2,332,61,271,2395,61,42,101,78,50,8,324,292,40,29,11,170,162,153,139,17,23,17,12,0,11,100,61,171,100,60,132,0,1,39,45,287,45,247,0,40
2017,47,16877,112,0.660,12,2,98,17,81,2491,17,8,33,29,11,4,94,89,9,7,2,55,43,52,37,3,6,2,5,1,1,29,12,57,28,12,49,1,0,8,12,86,11,78,1,8
2017,48,21484,419,1.950,38,3,378,126,252,2497.980,124,36,91,84,43,5,373,354,24,20,4,207,171,196,158,11,13,9,11,2,2,126,79,173,123,78,153,3,1,20,48,330,46,308,2,22
2017,49,20450,485,2.370,40,3,442,90,352,2235,89,44,156,109,44,24,418,375,67,54,13,236,206,210,165,26,41,22,32,4,9,133,84,225,129,82,164,4,2,61,51,391,49,326,2,65
2017,50,11289,281,2.490,43,0,238,67,171,2726.950,68,18,57,62,33,27,211,204,34,33,1,126,112,114,90,12,22,11,22,1,0,71,53,114,70,52,82,1,1,32,25,213,25,179,0,34
